timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-06-11T09:10:52,codecarbon,f941f498-573e-49b6-8152-2f8e82ef3f8a,5.959827899932861,1.457947459332781e-10,2.446291208088752e-11,0.0466999999999999,0.0065,6.0,4.342565006679958e-10,5.452664097150167e-09,5.544304847717285e-08,6.132996907499103e-08,Canada,CAN,quebec,,,macOS-14.5-arm64-arm-64bit,3.9.6,2.4.2,8,Apple M2,1,Apple M2,-71.0997,48.4145,16.0,machine,N,1.0
2024-06-11T09:10:59,codecarbon,e2c73f91-ae1d-47bf-85e2-f055c7212625,6.009161949157715,6.91333808497165e-11,1.1504662619286988e-11,0.031700000000000006,0.0,6.0,1.5390130546357898e-10,0.0,2.892772356669108e-08,2.908162487215466e-08,Canada,CAN,quebec,,,macOS-14.5-arm64-arm-64bit,3.9.6,2.4.2,8,Apple M2,1,Apple M2,-71.0997,48.4145,16.0,machine,N,1.0
