timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-06-12T03:48:08,codecarbon,83326d4a-d63a-41ad-add4-6cba0714edc1,5.692363739013672,1.6097953668951625e-07,2.827991043267546e-08,42.5,0.0,0.3322734832763672,6.719245033131707e-05,0,5.251477458637055e-07,6.771759807718077e-05,Canada,CAN,quebec,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.4.2,4,Cortex-A53,,,-71.0997,48.4145,0.8860626220703125,machine,N,1.0
2024-06-12T03:48:20,codecarbon,20cb71d7-c878-4249-b61d-571111133e13,8.030800819396973,2.2711482532242672e-07,2.8280470457425767e-08,42.5,0.0,0.3322734832763672,9.479708241091835e-05,0,7.409640689657711e-07,9.553804647988412e-05,Canada,CAN,quebec,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.4.2,4,Cortex-A53,,,-71.0997,48.4145,0.8860626220703125,machine,N,1.0
