timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-06-14T05:52:55,codecarbon,6bf3d156-b207-49f5-a986-28cfad9b719e,14.197916507720947,4.015397092023468e-07,2.8281593921473343e-08,42.5,0.0,0.3322734832763672,0.0001676013446516,0,1.3102151588213927e-06,0.0001689115598104,Canada,CAN,quebec,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.4.2,4,Cortex-A53,,,-71.0997,48.4145,0.8860626220703125,machine,N,1.0
2024-06-14T05:53:08,codecarbon,29d06c2b-9009-426e-bc1a-6221fa0921b4,9.238933086395264,2.61289196282799e-07,2.8281317100083655e-08,42.5,0.0,0.3322734832763672,0.00010906132277515199,0,8.525031660584167e-07,0.0001099138259412104,Canada,CAN,quebec,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.4.2,4,Cortex-A53,,,-71.0997,48.4145,0.8860626220703125,machine,N,1.0
