,host,algorithm,key_size,file_size,ram,energy_consumed_per_ram,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0,macbook_air_m2,ChaCha20,256,1MB,16.0,7.74278312921524e-10,5.800419092178345,2.94500614604283e-11,5.0772299367369236e-12,0.2828,0.0,6.0,5.732229550679523e-10,0.0,1.1815230051676432e-08,1.2388453006744384e-08
0,macbook_air_m2,ChaCha20,256,75MB,16.0,2.6956253669328163e-08,5.974585056304932,1.025294540808185e-09,1.71609330379555e-10,0.7245999999999999,0.0095,6.0,4.5619032396210563e-08,8.182558549775019e-09,3.77498467763265e-07,4.313000587092506e-07
0,macbook_air_m2,AES,192,1GB,16.0,6.465123160771198e-07,11.867540121078491,2.4590418103735243e-08,2.0720737282412094e-09,0.2672,0.0287,6.0,4.380091714859009e-07,7.094426328606079e-08,9.835243622461954e-06,1.0344197057233916e-05
0,macbook_air_m2,3DES,192,750MB,16.0,3.1815244549939207e-06,33.79552102088928,1.210108680222367e-07,3.580677686473272e-09,0.1019,0.0,6.0,1.387368447689878e-05,0.0,3.7030706803003945e-05,5.090439127990273e-05
0,macbook_air_m2,AES,192,25MB,16.0,1.7786949280235503e-08,6.013095140457153,6.765354792386498e-10,1.1251035671908816e-10,1.2281,0.0251,6.0,4.477721198399862e-08,2.1360569212171768e-08,2.184534072875977e-07,2.8459118848376805e-07
0,macbook_air_m2,DES,64,75MB,16.0,1.0672384887437026e-07,6.907235860824585,4.059294773198979e-09,5.87687297059287e-10,0.0826,0.0,6.0,2.3191672881444297e-08,0.0,1.68438990910848e-06,1.7075815819899242e-06
0,macbook_air_m2,3DES,192,10MB,16.0,4.144163953968221e-08,6.273500919342041,1.576253410559175e-09,2.5125578697205184e-10,0.2341,0.0,6.0,2.4907911254300015e-08,0.0,6.381583213806153e-07,6.630662326349153e-07
0,macbook_air_m2,RC4,40,50MB,16.0,1.599185775385963e-08,6.054250001907349,6.08258278525911e-10,1.0046798172098668e-10,2.5052000000000003,0.031,6.0,6.763984439108107e-08,2.6484728786680435e-08,1.6174515088399253e-07,2.558697240617541e-07
0,macbook_air_m2,ChaCha20,256,2GB,16.0,7.5426437807704e-07,12.813001155853271,2.868882147553052e-08,2.2390399506383255e-09,0.2657,0.0,6.0,5.119587346116703e-07,0.0,1.1556271314620971e-05,1.206823004923264e-05
0,macbook_air_m2,DES,64,500MB,16.0,7.267434240182243e-07,12.645286798477173,2.76420482740139e-08,2.1859566109123547e-09,0.1688,0.0,6.0,3.1818841425577805e-07,0.0,1.1309706370035809e-05,1.1627894784291588e-05
0,macbook_air_m2,3DES,128,1GB,16.0,4.374625782983585e-06,45.32761883735657,1.6639107156330565e-07,3.6708540142014942e-09,0.1076999999999999,0.0,6.0,2.3239874455405607e-05,0.0,4.6754138072331746e-05,6.999401252773736e-05
0,macbook_air_m2,3DES,128,75MB,16.0,3.071503588250942e-07,8.737159013748169,1.1682616953147744e-08,1.337118499819542e-09,0.2219,0.0,6.0,1.752773899899589e-07,0.0,4.739128351211548e-06,4.914405741201507e-06
0,macbook_air_m2,AES,128,1MB,16.0,9.341296164525883e-10,5.979579210281372,3.55300854452878e-11,5.941903969462746e-12,0.5063,0.0,6.0,1.187732391887241e-09,0.0,1.3758341471354167e-08,1.4946073863241413e-08
0,macbook_air_m2,3DES,192,2GB,16.0,1.024615107654375e-05,83.4001727104187,3.897174619272273e-07,4.67286156924879e-09,2.344125,0.0065,6.0,5.680354512005549e-05,1.348636805348926e-07,0.0001070000084241,0.0001639384172247
0,macbook_air_m2,XTEA,128,250MB,16.0,7.26265895564625e-05,531.7583558559418,2.7623885241326067e-06,5.194819213862928e-09,4.7645,0.014,6.0,0.0005930815115754,4.773366455170843e-07,0.0005684665846824,0.0011620254329034
0,macbook_air_m2,AES,192,750MB,16.0,6.199533369197615e-07,9.683382987976074,2.3580234096954586e-08,2.43512356438182e-09,3.0667999999999997,0.0693,6.0,3.3108404745525782e-06,1.3130809336900714e-07,6.477104822794597e-06,9.919253390716185e-06
0,macbook_air_m2,Blowfish,32,100MB,16.0,1.11470173984766e-07,7.108475923538208,4.239823613900857e-09,5.964462227214672e-10,0.1087,0.0019,6.0,3.1702408691247315e-08,2.150664269924164e-09,1.7496697107950846e-06,1.783522783756256e-06
0,macbook_air_m2,3DES,192,1MB,16.0,5.947972405701875e-09,5.919534206390381,2.2623409436834604e-10,3.8218225705008506e-11,0.3339,0.0096,6.0,4.606979191303253e-09,7.983907063802084e-09,8.257667223612467e-08,9.516755849123e-08
0,macbook_air_m2,AES,128,2GB,16.0,1.3761264402543505e-06,18.37604403495789,5.234165488878751e-08,2.84836359714935e-09,0.391,0.0,6.0,1.3471898537874225e-06,0.0,2.0670833190282183e-05,2.2018023044069608e-05
0,macbook_air_m2,3DES,128,100MB,16.0,4.1148363153346714e-07,9.597277879714966,1.5650984970631698e-08,1.6307733470666711e-09,0.3505,0.0,6.0,3.633850574824546e-07,0.0,6.220353047053019e-06,6.583738104535474e-06
0,macbook_air_m2,AES,192,250MB,16.0,1.6875764107166066e-07,7.114887952804565,6.418780971308215e-09,9.02161919328335e-10,1.2591,0.0367,6.0,4.608680448532106e-07,4.342426450384988e-08,2.19582994778951e-06,2.7001222571465705e-06
0,macbook_air_m2,AES,128,10MB,16.0,7.493378559748334e-09,6.026640892028809,2.850143875245165e-10,4.7292412577874575e-11,0.2144,0.0,6.0,4.144220987955731e-09,0.0,1.1574983596801761e-07,1.1989405695597334e-07
0,macbook_air_m2,AES,256,500MB,16.0,2.8255339108324716e-07,8.556946754455566,1.0747059028240468e-08,1.2559455301792686e-09,0.1593999999999999,0.0,6.0,1.1700243034627701e-07,0.0,4.403851826985678e-06,4.5208542573319545e-06
0,macbook_air_m2,3DES,128,25MB,16.0,1.3479372064148388e-07,6.801580905914307,5.12694633328035e-09,7.537874509178036e-10,2.1686,0.0309,6.0,5.63737828930219e-07,3.3550016661485044e-08,1.5594116846720375e-06,2.156699530263742e-06
0,macbook_air_m2,DES,64,5GB,16.0,2.961157486295625e-05,154.36348915100098,1.1262910055735588e-06,7.296356228847625e-09,6.1128,0.0039,6.0,0.0001994232208906,1.5838596732748878e-07,0.0002742035909493,0.0004737851978073
0,macbook_air_m2,Blowfish,32,10MB,16.0,1.3194056759277978e-08,6.222899913787842,5.018425235326183e-10,8.064447934004289e-11,0.0475999999999999,0.0,6.0,1.6633257865905761e-09,0.0,2.094415823618571e-07,2.1110490814844765e-07
0,macbook_air_m2,3DES,192,250MB,16.0,1.0896856585331261e-06,15.124159812927246,4.144673702051685e-08,2.740432363395856e-09,0.7927000000000002,0.0,6.0,2.0346673316756887e-06,0.0,1.540030320485433e-05,1.7434970536530018e-05
0,macbook_air_m2,AES,128,100MB,16.0,5.02720482237637e-08,6.473403215408325,1.912122405114441e-09,2.9538132285087845e-10,0.1941,0.0,6.0,2.5212776005268095e-08,0.0,7.791399955749512e-07,8.043527715802192e-07
0,macbook_air_m2,ChaCha20,256,25MB,16.0,9.545254740864038e-09,5.841430902481079,3.6305852053792694e-10,6.215232647598759e-11,0.4785,0.0134,6.0,1.0487518409887953e-08,1.0963287790616352e-08,1.312732696533203e-07,1.527240758538246e-07
0,macbook_air_m2,AES,192,75MB,16.0,5.0937412423392145e-08,6.209119081497192,1.9374298640030804e-09,3.1202974827403567e-10,0.9613,0.0305,6.0,1.0875270927614637e-07,2.7694295081827377e-08,6.785515944163005e-07,8.149985987742743e-07
0,macbook_air_m2,DES,64,25MB,16.0,3.816357717745834e-08,6.2447829246521,1.451570675129913e-09,2.3244533759526654e-10,0.1126,0.0,6.0,1.1252397828631932e-08,0.0,5.993648370107015e-07,6.106172348393334e-07
0,macbook_air_m2,DES,64,100MB,16.0,1.670896239363485e-07,7.358459949493408,6.3553371083816685e-09,8.636776108048531e-10,0.7493000000000001,0.001,6.0,2.966928377946218e-07,1.2147169642978243e-09,2.3755264282226563e-06,2.673433982981576e-06
0,macbook_air_m2,Blowfish,32,2GB,16.0,2.7750912736761897e-06,29.39413809776306,1.0555197944223621e-07,3.5909193557973e-09,0.0469,0.0048,6.0,1.5333788202775848e-05,7.2937040328979505e-09,2.9060378472010293e-05,4.4401460378819035e-05
0,macbook_air_m2,AES,192,10MB,16.0,1.0753254734393624e-08,5.856393814086914,4.090054022469191e-10,6.983912203156512e-11,3.4949000000000003,0.0324,6.0,5.3683230049080344e-08,2.6490669965744025e-08,9.187817573547365e-08,1.72052075750298e-07
0,macbook_air_m2,Blowfish,32,1MB,16.0,2.2876648931867547e-09,6.153002023696899,8.701247417224568e-11,1.4141466854250456e-11,0.4027999999999999,0.0019,6.0,2.215874327553643e-09,1.629640652073754e-09,3.2757123311360685e-08,3.6602638290988075e-08
0,macbook_air_m2,3DES,192,25MB,16.0,1.0035534401734671e-07,6.786398887634277,3.817065517490265e-09,5.6245817269089e-10,0.26,0.0,6.0,6.66987419128418e-08,0.0,1.5389867623647055e-06,1.6056855042775474e-06
0,macbook_air_m2,AES,256,50MB,16.0,3.2004359150098426e-08,6.162907838821411,1.2173017482765895e-09,1.9752068019069795e-10,0.1394,0.0068,6.0,1.1494302603933546e-08,6.065905782911513e-09,4.945095380147298e-07,5.120697464015748e-07
0,macbook_air_m2,Blowfish,32,500MB,16.0,6.222308943081234e-07,11.385584831237791,2.3666862127144173e-08,2.0786689904774272e-09,0.7118,0.0,6.0,1.0558577687078051e-06,0.0,8.899836540222168e-06,9.955694308929974e-06
0,macbook_air_m2,AES,128,75MB,16.0,3.724953240487311e-08,6.267954111099243,1.4168045267295427e-09,2.2603939046405535e-10,0.2792,0.0,6.0,2.6510668807559546e-08,0.0,5.694818496704102e-07,5.959925184779697e-07
0,macbook_air_m2,DES,64,1GB,16.0,4.5164986792873185e-06,21.311254024505615,1.7178727787050389e-07,8.060871390907697e-09,4.742666666666667,0.0145,6.0,2.1386304681440195e-05,7.406330598725217e-08,5.080361088116964e-05,7.22639788685971e-05
0,macbook_air_m2,RC4,40,750MB,16.0,1.6774717981616658e-07,7.427797079086304,6.380347573935378e-09,8.58982482424012e-10,1.0276,0.0212,6.0,3.886967942979601e-07,2.5951502535078263e-08,2.269306580225627e-06,2.6839548770586652e-06
0,macbook_air_m2,Blowfish,32,75MB,16.0,8.269160758124457e-08,6.830912113189697,3.145216500176075e-09,4.60438730298261e-10,0.1530999999999999,0.0036999999999999,6.0,3.2829237216048765e-08,3.901095264487796e-09,1.2863353888193768e-06,1.3230657212999131e-06
0,macbook_air_m2,ChaCha20,256,250MB,16.0,8.467381151517233e-08,6.55930495262146,3.2206106145495092e-09,4.909987624927205e-10,0.3368,0.0009,6.0,7.197079292933149e-08,9.153485298156735e-10,1.28189484278361e-06,1.3547809842427573e-06
0,macbook_air_m2,AES,256,10MB,16.0,1.1133026937643688e-08,5.9910430908203125,4.234502272407584e-10,7.068055108626807e-11,0.1076999999999999,0.0075,6.0,3.0339392622311902e-09,6.324337422847748e-09,1.6877015431722008e-07,1.78128431002299e-07
0,macbook_air_m2,AES,192,50MB,16.0,4.350500450200505e-08,6.063392877578735,1.654734525090741e-09,2.729057078273177e-10,2.6843,0.0209999999999999,6.0,2.095640960401959e-07,1.8380698561668395e-08,4.681352774302166e-07,6.960800720320808e-07
0,macbook_air_m2,RC4,40,25MB,16.0,7.027371776600681e-09,6.104970932006836,2.6728958731296023e-10,4.378228664638315e-11,0.2917999999999999,0.0,6.0,5.224689682324726e-09,0.0,1.0721325874328617e-07,1.124379484256109e-07
0,macbook_air_m2,AES,128,750MB,16.0,4.3270080843567846e-07,9.717490911483765,1.645799086677932e-08,1.6936461290979843e-09,0.6971999999999999,0.0,6.0,7.207663153012593e-07,0.0,6.202446619669596e-06,6.923212934970855e-06
0,macbook_air_m2,Blowfish,32,5GB,16.0,8.4974489221125e-06,92.83733201026917,3.2320470409257885e-07,3.4814087942211404e-09,2.2639,0.0,6.0,4.7907022808651134e-05,0.0,8.805215994517008e-05,0.0001359591827538
0,macbook_air_m2,ChaCha20,256,500MB,16.0,1.5796251493899357e-07,7.209717988967896,6.008182969563145e-09,8.333450737957703e-10,0.3332,0.0009,6.0,1.3292737521065608e-07,1.084513008594513e-09,2.3933883508046467e-06,2.527400239023897e-06
0,macbook_air_m2,XTEA,128,100MB,16.0,2.8909545380375e-05,216.013130903244,1.099588964377287e-06,5.0903801994787604e-09,0.2112,0.0009,6.0,0.0002359948036508,1.2720592059029473e-07,0.0002264307165145,0.000462552726086
0,macbook_air_m2,3DES,128,750MB,16.0,3.3562238593018724e-06,34.468600034713745,1.2765564691906066e-07,3.703534428160618e-09,0.2298,0.0,6.0,1.5575040704594723e-05,0.0,3.812454104423523e-05,5.369958174882996e-05
0,macbook_air_m2,Blowfish,32,250MB,16.0,2.7725994244093696e-07,8.614136695861816,1.0545720071366628e-08,1.2242341216192602e-09,0.3486999999999999,0.0,6.0,2.436661171714465e-07,0.0,4.192492961883545e-06,4.436159079054991e-06
0,macbook_air_m2,Blowfish,32,50MB,16.0,6.028224867458144e-08,6.601383924484253,2.292865367416252e-09,3.4733101326103935e-10,0.5774999999999999,0.001,6.0,8.461610625187555e-08,9.864699840545655e-10,8.789134025573731e-07,9.64515978793303e-07
0,macbook_air_m2,AES,192,500MB,16.0,3.3581154331606296e-07,8.6461923122406,1.2772759387336334e-08,1.47726986933354e-09,0.841,0.0277,6.0,6.55139549308353e-07,4.419646846585804e-08,4.6736486752827964e-06,5.372984693057007e-06
0,macbook_air_m2,Blowfish,32,1GB,16.0,1.1544214921444656e-06,16.871935844421387,4.3908996710256123e-08,2.602487178421461e-09,0.153,0.0,6.0,4.592990672588349e-07,0.0,1.8011444807052615e-05,1.847074387431145e-05
0,macbook_air_m2,AES,128,50MB,16.0,2.4300103580786125e-08,6.170315980911255,9.242665486117751e-10,1.4979241767700789e-10,0.2004999999999999,0.002,6.0,1.2522002789709305e-08,1.7765188217163083e-09,3.7450313568115236e-07,3.88801657292578e-07
0,macbook_air_m2,RC4,40,100MB,16.0,2.3334426499075362e-08,6.148716926574707,8.875365396050637e-10,1.4434499916057896e-10,1.056,0.0136,6.0,5.412705739339193e-08,1.190380758709378e-08,3.0731995900472e-07,3.733508239852058e-07
0,macbook_air_m2,AES,256,250MB,16.0,1.4031913058832288e-07,7.210860967636108,5.337108053959931e-09,7.401485173426609e-10,0.1101,0.0,6.0,4.0459422568480174e-08,0.0,2.204646666844686e-06,2.245106089413166e-06
